EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;33249;0;17;0;0;6992160;4888600;0;82134;18;4856610000;1587920;32000300;0;1532360;108,149;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;192;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;174090;0;1842;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;195494;348;2194;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;42810;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;513138;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;32303;0;869;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;73070;0;2091;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;EGSS;LONDON, ENGLAND;;;REINO UNIDO;EUROPA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;38061;22534;0;619;1;22255500;0;279169;0;61488;1,45;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;828416;243198;0;0;0;243199000;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;254072;0;2663;0;0;7014230;5163730;0;77571;17;5068390000;2883820;95343900;0;1537200;96,982;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EGSS;LONDON, ENGLAND;;;REINO UNIDO;EUROPA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;396082;208229;0;4415;1;206238000;0;1991160;0;89713;5,233;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;646078;0;0;0;0;0;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1759290;741994;0;21093;3;735288000;0;6707570;0;250219;26,65;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;7312900;4957490;0;79740;15;4925380000;1849970;32119300;0;1375640;99,101;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;1;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;87313;0;2785;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;EGSS;LONDON, ENGLAND;;;REINO UNIDO;EUROPA;INTERNACIONAL;REGULAR;0;0;10759;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;1162770;823378;0;0;0;823379000;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;4633;0;0;0;0;2533710;839443;0;28124;4;824673000;0;14772100;0;360363;33,101;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;6911;0;612;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;178457;25062;0;3434;2;20360200;0;4702860;0;103936;4,6;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;63733;19120;0;0;0;18783700;0;339149;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;75141;14776;0;1145;5;14622800;0;156636;0;328138;3,95;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;10761;632;14696;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;123444;262;0;0;0;262656;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;192;0;0;0;0;70967;13054;0;1368;1;9307870;0;3746950;0;51877;2,367;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;134702;5618;0;2443;7;1448000;220568;4172990;0;385973;6,4;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;28709;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;194162;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;EGSS;LONDON, ENGLAND;;;REINO UNIDO;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;90136;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;165483;0;0;0;0;2685400;1863340;0;31896;6;1853320000;0;10026000;0;505155;39;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;2599;0;0;0;0;250301;140439;0;3434;2;139158000;0;1282600;0;145779;5,2;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;160024;69055;0;2792;8;68294400;121452;765706;0;458531;6,683;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;1570510;323915;0;18360;8;290191000;1450440;33727300;0;684321;24,517;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;126267;69189;0;0;0;69190000;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;9568;0;0;0;0;644595;356715;0;7865;5;351841000;0;4877870;0;409789;11,967;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;507477;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;2216430;1971150;0;24312;8;1926490000;1920650;44661100;0;729331;31,216;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;81949;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;35568;0;1202;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;EGSS;LONDON, ENGLAND;;;REINO UNIDO;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;3534;0;945;0;0;54171;20189;0;0;0;19973600;0;216405;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;4399;0;945;0;0;91715;43424;0;1145;5;42979600;0;447695;0;400513;4,467;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;130;0;0;0;0;255703;79377;0;0;0;78415600;0;962676;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;3;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;130;0;0;0;0;569157;159562;0;7865;5;156597000;0;2966680;0;361831;10,867;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;REGULAR;0;0;12626;0;2381;0;0;7465700;5485130;0;91260;20;5343060000;0;142083000;0;1636140;122,45;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;302590;0;2035;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;76279;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;60798;0;25870;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;31828;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;8410;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;598310;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;SUMU;MONTEVIDEO, MONTEVIDEO;;;URUGUAI;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;80112;0;852;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;0;0;408447;24882;0;0;0;24882000;0;0;0;0;0;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;EDDF;FRANKFURT AM MAIN;;;ALEMANHA;EUROPA;INTERNACIONAL;REGULAR;0;0;127884;0;2557;0;0;8328550;6426620;0;91260;20;6170190000;0;256441000;0;1825240;111,285;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;GOBD;DAKAR;;;SENEGAL;ÁFRICA;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SAEZ;EZEIZA, BUENOS AIRES PROVINCE;;;ARGENTINA;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;435875;367435;0;4817;1;367436000;0;0;0;90487;5,85;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;495427;234093;0;5308;1;234093000;0;0;0;93336;6,5;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;NÃO REGULAR;0;0;0;0;0;;;;;;;;;;;;;;0
GEC;LUFTHANSA CARGO AG;ESTRANGEIRA;2020;4;GOBD;DAKAR;;;SENEGAL;ÁFRICA;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;INTERNACIONAL;REGULAR;0;0;0;0;0;0;0;8662080;5670580;0;95688;18;5517720000;0;152872000;0;1629440;118,101;0
